image_name,Start/Restar the game,Start/Restar the game_confidence,The joy of the players,The joy of the players_confidence,yellow card,yellow card_confidence,Red Card,Red Card_confidence,Stadium View,Stadium View_confidence,Penalty Image,Penalty Image_confidence,Free Kick,Free Kick_confidence,Generic Moment,Generic Moment_confidence
42467.jpg,0,0.46158507466316223,0,0.40420302748680115,1,0.5712510943412781,0,0.4933081269264221,1,0.5820775032043457,1,0.52099609375,1,0.5009734630584717,0,0.38516658544540405
9041.jpg,0,0.44233793020248413,0,0.3287302553653717,0,0.3365514874458313,0,0.4846302270889282,0,0.2938167452812195,0,0.4761209189891815,1,0.6048272252082825,0,0.32368576526641846
78923.jpg,0,0.43225038051605225,0,0.45928606390953064,1,0.53291255235672,0,0.4775383174419403,1,0.5741231441497803,1,0.5469224452972412,0,0.465228408575058,0,0.4694103002548218
56406.jpg,0,0.4440871775150299,0,0.304165780544281,0,0.40576890110969543,1,0.5174593329429626,0,0.4221152365207672,1,0.5854203104972839,1,0.5929850339889526,0,0.38446298241615295
94753.jpg,1,0.5297725796699524,1,0.6353632807731628,1,0.5340216755867004,1,0.545824408531189,1,0.5729336142539978,1,0.5252301096916199,0,0.4513062536716461,0,0.4387530982494354
50077.jpg,1,0.5842909812927246,1,0.5031318068504333,1,0.512928307056427,1,0.6067790985107422,0,0.3304620683193207,0,0.4765785038471222,0,0.4744512140750885,0,0.4401567578315735
82657.jpg,0,0.4817033112049103,0,0.37690699100494385,0,0.47489747405052185,1,0.5486223697662354,0,0.33649343252182007,0,0.44093024730682373,1,0.6465140581130981,0,0.41518282890319824
53218.jpg,0,0.42820999026298523,1,0.5884095430374146,1,0.5317433476448059,1,0.6086111664772034,0,0.4912797808647156,1,0.508232831954956,0,0.31914806365966797,0,0.4133531153202057
86419.jpg,0,0.4873329997062683,0,0.4571775794029236,0,0.4638992249965668,1,0.5162238478660583,1,0.522510290145874,0,0.46414753794670105,1,0.5504337549209595,0,0.48755499720573425
97514.jpg,1,0.5429297089576721,0,0.3935111463069916,1,0.5933067202568054,1,0.5918855667114258,1,0.5546387434005737,1,0.5740004777908325,1,0.610263466835022,0,0.44667887687683105
43023.jpg,0,0.37862882018089294,0,0.31743401288986206,1,0.5674157738685608,1,0.5525628924369812,0,0.4932105541229248,0,0.4736292064189911,1,0.5089517831802368,0,0.4392883777618408
73686.jpg,1,0.5214028358459473,1,0.5023608803749084,0,0.4613361060619354,0,0.490323543548584,0,0.36116352677345276,1,0.5154216885566711,1,0.5886092185974121,0,0.47733592987060547
53556.jpg,0,0.4992328882217407,0,0.4572071433067322,1,0.528217613697052,1,0.580220103263855,1,0.5406438708305359,0,0.4672284424304962,0,0.4939245581626892,0,0.47283267974853516
98141.jpg,1,0.5333790183067322,1,0.6083666086196899,1,0.5342974066734314,0,0.4361460506916046,1,0.6385894417762756,0,0.4972904622554779,0,0.45257559418678284,0,0.483185350894928
81410.jpg,0,0.3342168629169464,0,0.48007968068122864,1,0.5533982515335083,0,0.4700126051902771,0,0.481575608253479,1,0.5448361039161682,0,0.4669169783592224,0,0.36318713426589966
72598.jpg,0,0.43196824193000793,0,0.34033870697021484,0,0.4532651901245117,0,0.4633141756057739,1,0.5419565439224243,1,0.6121639013290405,1,0.6784330010414124,0,0.43262019753456116
17314.jpg,0,0.42377835512161255,1,0.5102914571762085,0,0.3941943943500519,1,0.5019332766532898,0,0.4751527011394501,0,0.49287670850753784,0,0.422630250453949,1,0.5015445351600647
83207.jpg,1,0.5040204524993896,0,0.40807271003723145,1,0.512063205242157,1,0.5684789419174194,0,0.39251071214675903,1,0.513363242149353,0,0.47645679116249084,0,0.40493908524513245
84568.jpg,1,0.5073758363723755,0,0.4337897002696991,1,0.5014342665672302,0,0.4845869541168213,0,0.4826142489910126,1,0.596102237701416,0,0.4782388508319855,0,0.397531658411026
17300.jpg,0,0.4812851846218109,0,0.47674107551574707,1,0.5071259140968323,1,0.5818909406661987,0,0.416067898273468,1,0.5534638166427612,0,0.47418245673179626,0,0.2880432605743408
5647.jpg,0,0.4608817994594574,0,0.38281169533729553,0,0.36120277643203735,0,0.47473204135894775,0,0.3984906077384949,1,0.5690934658050537,1,0.5476738810539246,0,0.39552685618400574
98155.jpg,1,0.6625734567642212,0,0.4771427810192108,1,0.5106537938117981,0,0.47004255652427673,0,0.39105120301246643,0,0.331984281539917,1,0.5766909122467041,1,0.5723278522491455
96178.jpg,1,0.5495921969413757,0,0.36194148659706116,0,0.44451025128364563,0,0.4251711368560791,0,0.44609197974205017,0,0.4554765820503235,1,0.5342326164245605,0,0.4422606825828552
45446.jpg,0,0.4989347457885742,0,0.39266741275787354,0,0.38450461626052856,1,0.6081833839416504,0,0.32375219464302063,0,0.4679988622665405,1,0.5874447226524353,0,0.32816439867019653
13600.jpg,0,0.4983620345592499,0,0.4284391403198242,1,0.5151852369308472,1,0.6427125334739685,0,0.45207345485687256,1,0.5974172353744507,0,0.4844513237476349,0,0.3834197223186493
67181.jpg,1,0.5016183257102966,0,0.35737526416778564,0,0.3522385060787201,0,0.4428178668022156,0,0.39294004440307617,1,0.5663979053497314,1,0.5860909223556519,0,0.4291730225086212
41620.jpg,1,0.558519721031189,0,0.41135072708129883,0,0.4126787781715393,1,0.5636362433433533,0,0.37319421768188477,0,0.4479215145111084,1,0.635621964931488,0,0.4682334363460541
82680.jpg,1,0.5307666063308716,0,0.4508560597896576,0,0.45098286867141724,1,0.5259509086608887,0,0.34397780895233154,1,0.536037802696228,1,0.603905439376831,0,0.4798431992530823
82858.jpg,1,0.501449704170227,0,0.39904385805130005,0,0.3760666847229004,1,0.5379486083984375,1,0.5730055570602417,1,0.5245997309684753,1,0.5335983037948608,0,0.40290191769599915
18966.jpg,0,0.3917541205883026,0,0.42723914980888367,1,0.5076245069503784,1,0.6016998291015625,0,0.4192233085632324,1,0.5731877684593201,1,0.5653359889984131,0,0.3988122045993805
14184.jpg,1,0.5620615482330322,1,0.506747841835022,0,0.35985979437828064,1,0.5362224578857422,1,0.530143678188324,0,0.4829155504703522,1,0.670392632484436,0,0.3991585075855255
62012.jpg,1,0.5460256338119507,0,0.46454474329948425,0,0.41942620277404785,0,0.41735371947288513,0,0.4672580063343048,1,0.5414190292358398,1,0.5781638026237488,0,0.3936208486557007
75208.jpg,0,0.45380961894989014,1,0.5410947203636169,1,0.5002037882804871,0,0.48032745718955994,0,0.399853378534317,1,0.55632483959198,0,0.4487309753894806,0,0.4592348635196686
86380.jpg,0,0.4549434781074524,0,0.43444833159446716,1,0.5414460301399231,1,0.5908787250518799,1,0.5894377827644348,0,0.4396809935569763,1,0.5081477165222168,0,0.32564130425453186
36325.jpg,0,0.4563526511192322,0,0.43754205107688904,0,0.3451250493526459,1,0.5317656397819519,0,0.4327284097671509,0,0.457844614982605,1,0.523763120174408,0,0.404902845621109
20547.jpg,0,0.41069161891937256,0,0.4057639539241791,0,0.42046821117401123,1,0.6016289591789246,0,0.3279409110546112,1,0.5298066735267639,1,0.6493446230888367,0,0.26650235056877136
21881.jpg,1,0.5263606905937195,1,0.5266450047492981,1,0.5730509161949158,0,0.45705679059028625,0,0.3388485014438629,1,0.5158587098121643,1,0.5116205215454102,1,0.5190677642822266
48837.jpg,1,0.5714904069900513,0,0.3830161392688751,1,0.5500110387802124,1,0.5389850735664368,0,0.2584854066371918,1,0.5085650086402893,1,0.5525223612785339,0,0.35650843381881714
84583.jpg,1,0.5263384580612183,0,0.4567852020263672,1,0.5011711120605469,0,0.4385557174682617,0,0.41329413652420044,1,0.544482946395874,1,0.613915205001831,0,0.4114570915699005
48823.jpg,1,0.5835596323013306,0,0.44272297620773315,1,0.5744834542274475,0,0.4578937590122223,0,0.35569125413894653,1,0.5138866901397705,1,0.5203650593757629,0,0.46113449335098267
21895.jpg,0,0.495374470949173,0,0.4505026936531067,1,0.5640765428543091,1,0.5800615549087524,0,0.36352792382240295,1,0.5276418328285217,1,0.5433503985404968,0,0.41871410608291626
86394.jpg,1,0.504854679107666,1,0.5436381697654724,1,0.5077402591705322,0,0.4934926927089691,0,0.494863361120224,1,0.5079686641693115,0,0.47865626215934753,0,0.39099934697151184
91830.jpg,1,0.5029882788658142,0,0.43599775433540344,1,0.5195630788803101,1,0.5709835290908813,0,0.4055122137069702,0,0.4865770637989044,1,0.5542946457862854,0,0.415022075176239
89919.jpg,1,0.5953923463821411,0,0.333237886428833,1,0.5063814520835876,0,0.30505096912384033,1,0.6404571533203125,0,0.4559681713581085,1,0.5596483945846558,1,0.5734061002731323
80083.jpg,0,0.4810907542705536,0,0.4521602392196655,0,0.4151138663291931,1,0.573878824710846,0,0.37497639656066895,1,0.5261107087135315,1,0.5532480478286743,0,0.41933658719062805
14190.jpg,1,0.5294627547264099,0,0.41692253947257996,0,0.4505964517593384,0,0.48459485173225403,0,0.48615580797195435,0,0.49401921033859253,1,0.5422536134719849,0,0.42462947964668274
62006.jpg,0,0.4861336648464203,0,0.42742130160331726,1,0.5040491223335266,0,0.44301271438598633,1,0.6092448234558105,0,0.4293745458126068,1,0.5864720940589905,0,0.47829705476760864
79340.jpg,0,0.4610409140586853,0,0.4722651541233063,0,0.4189874827861786,1,0.5829551219940186,1,0.5100786685943604,1,0.5260294675827026,1,0.6470663547515869,0,0.40479257702827454
92487.jpg,1,0.5187938213348389,0,0.40969258546829224,0,0.3264062702655792,0,0.45645928382873535,0,0.38609039783477783,0,0.42932215332984924,1,0.5223942995071411,0,0.4216213524341583
69153.jpg,0,0.4722813665866852,0,0.4082356095314026,0,0.4336358904838562,0,0.483289510011673,0,0.3312528133392334,1,0.5021500587463379,0,0.4929213225841522,1,0.5021570324897766
36457.jpg,1,0.5467802286148071,0,0.43329206109046936,0,0.4473768174648285,1,0.5193984508514404,0,0.33375439047813416,0,0.47847259044647217,1,0.6460791826248169,0,0.3799518942832947
37991.jpg,1,0.5582742094993591,0,0.4461492598056793,0,0.47000759840011597,1,0.5264192223548889,0,0.3891354203224182,1,0.5278037190437317,0,0.46787020564079285,0,0.370936781167984
63330.jpg,0,0.49513763189315796,0,0.3969053030014038,0,0.46537986397743225,1,0.5703591704368591,0,0.3864890933036804,1,0.517262876033783,1,0.6020157337188721,0,0.37619540095329285
16977.jpg,0,0.4306927025318146,0,0.34501591324806213,0,0.3562062382698059,0,0.44782310724258423,1,0.590300977230072,0,0.4569361209869385,1,0.5259484052658081,0,0.4487660527229309
37761.jpg,0,0.3858329951763153,1,0.5239834189414978,0,0.49624577164649963,0,0.49126821756362915,1,0.6006338000297546,0,0.44352996349334717,0,0.42198774218559265,0,0.407518208026886
28899.jpg,1,0.5132076740264893,1,0.5424256920814514,1,0.5044030547142029,1,0.5716380476951599,0,0.4710768163204193,1,0.5254378914833069,1,0.5268447399139404,0,0.3334514796733856
68265.jpg,0,0.4617723226547241,0,0.3843977749347687,0,0.39025649428367615,1,0.558357834815979,0,0.3292330801486969,0,0.46138182282447815,1,0.5965056419372559,0,0.3104258179664612
67630.jpg,0,0.36224302649497986,0,0.4619803726673126,1,0.5126870274543762,1,0.5899348258972168,1,0.5132520198822021,1,0.62131267786026,0,0.4203335642814636,0,0.2927984893321991
41191.jpg,0,0.4810430705547333,0,0.4308101534843445,0,0.39115625619888306,1,0.6789495348930359,1,0.5538792610168457,0,0.4448229968547821,0,0.4995242655277252,0,0.4754050672054291
88391.jpg,0,0.42714107036590576,1,0.5257189869880676,1,0.5587275624275208,1,0.6467767953872681,0,0.32868143916130066,1,0.5107675790786743,1,0.5439451932907104,0,0.33766430616378784
64339.jpg,0,0.47338587045669556,0,0.44625505805015564,0,0.384645015001297,1,0.5369909405708313,0,0.26617804169654846,0,0.461841881275177,1,0.5506314039230347,0,0.3613421320915222
98182.jpg,1,0.6856918931007385,0,0.4734017550945282,0,0.42309829592704773,1,0.5901250243186951,0,0.4253189265727997,0,0.3371669352054596,0,0.4482158124446869,0,0.45280736684799194
7093.jpg,1,0.5726242065429688,0,0.39955228567123413,0,0.44718387722969055,1,0.5196229815483093,0,0.28810152411460876,0,0.4005366563796997,1,0.5139151215553284,0,0.4829777777194977
73651.jpg,0,0.48854199051856995,0,0.3962729871273041,0,0.4885615110397339,0,0.4762350618839264,0,0.4452762007713318,0,0.45567506551742554,1,0.6115491986274719,0,0.4381479024887085
53581.jpg,1,0.5945895910263062,1,0.502503514289856,1,0.5008330345153809,1,0.5699030160903931,0,0.4650551974773407,1,0.5729702115058899,1,0.6987921595573425,0,0.4627852737903595
98196.jpg,1,0.6153803467750549,0,0.4755597710609436,0,0.49375027418136597,1,0.5803858637809753,0,0.41493508219718933,0,0.34460046887397766,0,0.4482229948043823,0,0.49792787432670593
25417.jpg,1,0.5281403660774231,0,0.36379632353782654,0,0.36593523621559143,1,0.5995187163352966,0,0.3528565764427185,0,0.4707314074039459,1,0.5340890884399414,0,0.34599635004997253
46832.jpg,0,0.4402020275592804,0,0.3594634532928467,0,0.4828299283981323,0,0.4527469575405121,0,0.3090548813343048,0,0.4961368143558502,1,0.5451861619949341,0,0.2877691686153412
68517.jpg,1,0.5305626392364502,0,0.4121192693710327,0,0.3755571246147156,0,0.4737149178981781,0,0.36554256081581116,1,0.5215327143669128,1,0.5094355940818787,0,0.3900851011276245
37013.jpg,1,0.5099082589149475,0,0.47958990931510925,1,0.5138853788375854,1,0.5276513695716858,0,0.4136544167995453,0,0.47010621428489685,0,0.49983280897140503,0,0.3609541654586792
41185.jpg,0,0.4423615336418152,0,0.46971508860588074,0,0.4446861743927002,1,0.56576007604599,0,0.4588366746902466,1,0.5449517369270325,1,0.5574079155921936,0,0.45095592737197876
16963.jpg,0,0.38805025815963745,1,0.5137335658073425,1,0.5150940418243408,0,0.4978063106536865,0,0.3402993679046631,1,0.5166691541671753,0,0.4674661457538605,0,0.4476393461227417
20209.jpg,0,0.3686951994895935,1,0.5394027233123779,1,0.5778430104255676,1,0.5204949378967285,1,0.5385125875473022,1,0.6302824020385742,0,0.46231839060783386,0,0.44026076793670654
68271.jpg,1,0.545863687992096,0,0.4019448757171631,0,0.44836941361427307,1,0.5597618818283081,0,0.3929614722728729,1,0.5124184489250183,1,0.556369423866272,0,0.4392382800579071
26678.jpg,1,0.5861709713935852,0,0.44048911333084106,0,0.3623424768447876,1,0.5240331888198853,0,0.377721905708313,0,0.4126969575881958,1,0.5314661860466003,0,0.4642702639102936
54588.jpg,0,0.4866909980773926,0,0.4122912585735321,0,0.43474966287612915,1,0.5463609099388123,0,0.38961511850357056,1,0.5054605603218079,1,0.6645848751068115,0,0.4209924638271332
35162.jpg,1,0.5483258366584778,0,0.47471216320991516,0,0.46620887517929077,1,0.5793213844299316,0,0.3487420380115509,0,0.47104230523109436,1,0.5453101992607117,0,0.47895216941833496
86141.jpg,0,0.4811021685600281,0,0.38075879216194153,0,0.4180653393268585,1,0.5017231702804565,0,0.4073789119720459,0,0.3914366364479065,0,0.47831323742866516,0,0.31963205337524414
94545.jpg,0,0.39539095759391785,1,0.5113334059715271,1,0.5100225806236267,1,0.5301547050476074,1,0.6353067755699158,1,0.5473784804344177,1,0.5599567294120789,1,0.5607787370681763
83039.jpg,1,0.6235858201980591,0,0.4812750518321991,1,0.5246890187263489,1,0.5935679078102112,0,0.35427534580230713,0,0.39508509635925293,0,0.4634925127029419,1,0.532732367515564
59523.jpg,1,0.5129496455192566,0,0.46558618545532227,0,0.4619213342666626,0,0.4893563985824585,0,0.47739553451538086,0,0.3730299770832062,1,0.5063537359237671,1,0.5082973837852478
46403.jpg,0,0.4230814576148987,0,0.39441999793052673,0,0.43775516748428345,1,0.5847932696342468,0,0.38406091928482056,1,0.6178233027458191,0,0.42292726039886475,0,0.35204508900642395
40714.jpg,0,0.46211111545562744,0,0.4495539367198944,0,0.3110892176628113,1,0.5264792442321777,0,0.3632146418094635,0,0.4279271364212036,1,0.5604893565177917,0,0.3439522087574005
4015.jpg,1,0.5091911554336548,0,0.4753774404525757,0,0.47625041007995605,1,0.5597436428070068,0,0.4032354950904846,1,0.5732626914978027,1,0.5249307751655579,0,0.2705715000629425
61902.jpg,1,0.519197404384613,0,0.4695575535297394,0,0.4084627330303192,0,0.48707249760627747,0,0.3931402564048767,0,0.45119401812553406,1,0.675574004650116,0,0.4415871202945709
33922.jpg,1,0.6065197587013245,0,0.4080774784088135,0,0.4214232265949249,1,0.5756509900093079,1,0.5806159377098083,1,0.576198935508728,1,0.5457272529602051,1,0.5590723156929016
24286.jpg,1,0.5140480995178223,0,0.444938063621521,0,0.41087058186531067,1,0.5713930130004883,0,0.42146366834640503,0,0.46606898307800293,1,0.6062998175621033,0,0.45846614241600037
42103.jpg,0,0.4134877622127533,1,0.5495128631591797,1,0.5361239314079285,1,0.5558672547340393,0,0.46044912934303284,1,0.5264504551887512,0,0.4158397912979126,0,0.3981494605541229
96420.jpg,0,0.49646520614624023,0,0.3738868534564972,1,0.516746461391449,0,0.49493324756622314,0,0.29770997166633606,0,0.38820862770080566,1,0.5245248675346375,0,0.4109046757221222
52304.jpg,1,0.561058759689331,0,0.4840383231639862,1,0.5110990405082703,0,0.49625080823898315,0,0.3960217237472534,1,0.5883575081825256,1,0.5888991355895996,0,0.43207815289497375
17658.jpg,0,0.47955697774887085,0,0.4338919222354889,1,0.5500715374946594,1,0.5406516790390015,1,0.590707004070282,1,0.6523812413215637,1,0.6202893853187561,0,0.43311643600463867
46371.jpg,0,0.47430774569511414,0,0.39715006947517395,0,0.4717021584510803,1,0.6062881946563721,0,0.4293208718299866,0,0.4746558964252472,1,0.5141173005104065,0,0.29997700452804565
83993.jpg,1,0.5099794864654541,0,0.36413171887397766,0,0.4350990056991577,1,0.6417272686958313,0,0.3719691336154938,0,0.3539050221443176,1,0.5133167505264282,0,0.3599453270435333
92646.jpg,1,0.5589566826820374,0,0.42135998606681824,0,0.4717470109462738,1,0.5154380798339844,0,0.41438615322113037,1,0.5120641589164734,1,0.5975019931793213,0,0.3868037462234497
41378.jpg,0,0.4871884286403656,1,0.5707334876060486,1,0.5468948483467102,1,0.5360230207443237,1,0.5150727033615112,0,0.40587639808654785,0,0.477186918258667,1,0.5082135200500488
68932.jpg,0,0.43955692648887634,0,0.43494975566864014,1,0.5745376944541931,1,0.5636647343635559,1,0.5203428268432617,1,0.5887264013290405,0,0.4949595332145691,0,0.3286722004413605
82333.jpg,1,0.504758894443512,0,0.3977142870426178,1,0.5100433826446533,1,0.5808669328689575,0,0.32205432653427124,0,0.4397321343421936,1,0.5462276339530945,0,0.4040086269378662
20792.jpg,0,0.4971937835216522,0,0.46222490072250366,0,0.4397076964378357,0,0.3709315061569214,0,0.4535266160964966,1,0.5295131206512451,1,0.5662170648574829,0,0.35180526971817017
54013.jpg,1,0.6155627369880676,0,0.4227047264575958,0,0.4406028985977173,1,0.5836889743804932,0,0.382989764213562,1,0.5843459963798523,0,0.49989011883735657,1,0.5014166831970215
22185.jpg,0,0.44149360060691833,0,0.3540305495262146,0,0.3281346559524536,1,0.5768901705741882,0,0.3426065444946289,0,0.476659893989563,1,0.591457188129425,0,0.3409835994243622
94579.jpg,1,0.5483440160751343,0,0.4236968159675598,1,0.5186043977737427,1,0.5141693353652954,1,0.5192018151283264,0,0.47077199816703796,1,0.54878830909729,1,0.5253040790557861
45136.jpg,1,0.5401925444602966,0,0.4216439127922058,0,0.4837844669818878,0,0.4920423626899719,0,0.3632012605667114,0,0.4717589318752289,1,0.5750168561935425,0,0.44771039485931396
97070.jpg,0,0.39875972270965576,1,0.6152793169021606,1,0.5288620591163635,0,0.46054354310035706,1,0.5521916151046753,0,0.47124797105789185,1,0.5508265495300293,0,0.47432348132133484
88150.jpg,0,0.4293031692504883,0,0.44022879004478455,1,0.5172252058982849,0,0.4932864308357239,0,0.426657110452652,1,0.5334378480911255,0,0.4533453583717346,0,0.4378547966480255
15067.jpg,0,0.4240257441997528,1,0.5067121982574463,1,0.5429657697677612,1,0.6377939581871033,1,0.5998116135597229,0,0.41754359006881714,1,0.519827127456665,1,0.5348528623580933
90079.jpg,1,0.6375121474266052,0,0.4720446467399597,1,0.5008072853088379,1,0.6410792469978333,0,0.41724398732185364,0,0.3812031149864197,0,0.45547303557395935,1,0.5181170701980591
98425.jpg,1,0.6298407912254333,0,0.47618958353996277,0,0.41209256649017334,0,0.45140352845191956,0,0.4770956039428711,0,0.3928196132183075,0,0.48672184348106384,1,0.5723638534545898
65580.jpg,1,0.6345717906951904,0,0.49292340874671936,0,0.44041013717651367,1,0.5812315344810486,0,0.39635664224624634,0,0.3546811044216156,0,0.4340488612651825,0,0.4662289619445801
89528.jpg,1,0.5509212613105774,0,0.4293009638786316,1,0.506955623626709,1,0.6152810454368591,0,0.3636878728866577,1,0.565761923789978,1,0.5915139317512512,0,0.40957117080688477
38693.jpg,0,0.33616960048675537,0,0.4832627475261688,1,0.5010791420936584,1,0.5280646681785583,0,0.4128097891807556,0,0.4855552613735199,0,0.408406525850296,0,0.3562358617782593
36866.jpg,1,0.5039360523223877,1,0.5698279142379761,0,0.4552382230758667,1,0.5071538686752319,1,0.525757372379303,0,0.3882204294204712,0,0.3748778998851776,1,0.5339319705963135
47047.jpg,1,0.5088062286376953,0,0.4568234086036682,0,0.4020896553993225,0,0.4813041090965271,0,0.37132149934768677,0,0.48717308044433594,1,0.5821099877357483,0,0.36286985874176025
48374.jpg,0,0.4740607440471649,0,0.443886399269104,0,0.4592118263244629,0,0.4732217490673065,0,0.28994593024253845,0,0.43266284465789795,1,0.5347543954849243,0,0.47202417254447937
85306.jpg,0,0.4685741662979126,0,0.3519674241542816,0,0.4862785339355469,0,0.4725581705570221,0,0.41191962361335754,0,0.4620888829231262,1,0.5359352231025696,0,0.479561448097229
74499.jpg,0,0.4173620641231537,0,0.336281418800354,0,0.4720350205898285,1,0.559415340423584,1,0.517358124256134,1,0.5317944884300232,1,0.6107107996940613,0,0.4366844594478607
75787.jpg,1,0.5680338740348816,0,0.47362515330314636,1,0.5157267451286316,0,0.4933934211730957,0,0.44233009219169617,1,0.5298967957496643,1,0.5420193672180176,1,0.5055567622184753
87277.jpg,1,0.5338524580001831,0,0.44297656416893005,1,0.5319277048110962,1,0.6121499538421631,0,0.4077957570552826,1,0.5012047290802002,1,0.5238467454910278,0,0.37610164284706116
79803.jpg,0,0.35774102807044983,1,0.5525264739990234,0,0.49203065037727356,1,0.6796213388442993,0,0.47122013568878174,0,0.3815602958202362,0,0.4172593951225281,0,0.43352261185646057
41344.jpg,1,0.5195570588111877,0,0.3989734649658203,0,0.3842220604419708,0,0.4953833222389221,0,0.33876627683639526,0,0.3459515869617462,1,0.5999196171760559,0,0.47288355231285095
31890.jpg,1,0.5619844794273376,0,0.4676738679409027,0,0.394641250371933,0,0.4655412435531616,0,0.43124842643737793,0,0.3918205201625824,1,0.5319046378135681,0,0.4932236671447754
37239.jpg,1,0.5611143708229065,1,0.5596749782562256,0,0.4957530200481415,1,0.5297138094902039,0,0.38556036353111267,1,0.5365950465202332,0,0.48434412479400635,0,0.3320823609828949
31648.jpg,0,0.3743816018104553,0,0.40588268637657166,1,0.5456010699272156,1,0.5229646563529968,1,0.5389865040779114,1,0.5568608045578003,0,0.4460468292236328,0,0.46065518260002136
63668.jpg,1,0.562251091003418,0,0.4012986123561859,0,0.4565032124519348,1,0.5030438899993896,0,0.46802589297294617,1,0.5673691034317017,1,0.6442310214042664,0,0.3232896327972412
74314.jpg,1,0.5793429017066956,0,0.3787064850330353,0,0.3373757004737854,0,0.45913028717041016,0,0.4509057402610779,1,0.5269041061401367,1,0.7100632190704346,0,0.47716769576072693
81835.jpg,1,0.5347009897232056,0,0.39738723635673523,0,0.4452591836452484,1,0.5930549502372742,0,0.41422781348228455,0,0.39965811371803284,1,0.5629013180732727,0,0.4752744436264038
65219.jpg,1,0.6106975078582764,0,0.41093286871910095,0,0.3418666124343872,0,0.3908160328865051,0,0.45846694707870483,1,0.5205681920051575,1,0.5229893326759338,1,0.5056125521659851
97931.jpg,0,0.4302085041999817,0,0.38997435569763184,1,0.5094605088233948,1,0.5240833163261414,0,0.40601810812950134,0,0.4243367612361908,0,0.4797048270702362,0,0.41017407178878784
58198.jpg,0,0.4952344596385956,0,0.44902846217155457,0,0.4464155435562134,1,0.6020893454551697,0,0.4501573145389557,0,0.46924370527267456,1,0.5525177717208862,0,0.34826797246932983
36641.jpg,0,0.4542178511619568,0,0.4369806945323944,1,0.5009046792984009,0,0.4649182856082916,0,0.33688730001449585,1,0.5855356454849243,0,0.4543854594230652,0,0.32965657114982605
27994.jpg,0,0.49631282687187195,0,0.44832196831703186,1,0.560156524181366,0,0.4705297350883484,0,0.4893245995044708,0,0.48294973373413086,0,0.49351394176483154,0,0.42040446400642395
22146.jpg,0,0.4507259130477905,0,0.33371588587760925,0,0.3410099446773529,1,0.5702048540115356,0,0.2614072859287262,0,0.4454594850540161,1,0.5609542727470398,0,0.30567923188209534
26320.jpg,0,0.4925137162208557,0,0.4136599004268646,0,0.44100692868232727,1,0.6073986291885376,0,0.3189984858036041,1,0.5120052099227905,1,0.5651863217353821,0,0.3747418224811554
75036.jpg,0,0.4511812925338745,0,0.480116605758667,1,0.6028067469596863,1,0.5099955797195435,1,0.5184540748596191,0,0.41740623116493225,1,0.5481209754943848,0,0.4160662591457367
21467.jpg,0,0.46171388030052185,1,0.5419088006019592,0,0.47149336338043213,0,0.47124871611595154,0,0.4102085530757904,1,0.5467067956924438,1,0.5041649341583252,0,0.37673962116241455
57297.jpg,1,0.5246139168739319,0,0.3298681974411011,0,0.45275038480758667,0,0.45384639501571655,0,0.34755274653434753,1,0.5463664531707764,1,0.5487404465675354,0,0.3796955943107605
